design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/home/colin/projects/sdmay26-24/openlane/wavg_pipe,wavg_pipe_m,26_05_01_20_52,flow completed,0h12m46s0ms,0h7m51s0ms,85706.66666666667,0.375,42853.333333333336,39.78,-1,2430.11,12342,0,0,0,0,0,0,0,235,175,0,-1,-1,991950,139420,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,665667918.0,0.0,57.2,44.27,19.45,3.84,-1,15153,22554,203,7601,0,0,0,16315,779,148,762,1341,2756,2926,752,411,1853,966,32,16428,5044,913,7365,16070,45820,351649.76,-1,-1,-1,0.0159,0.022,9.51e-08,-1,-1,-1,12.29,20.0,50.0,20,1,50,153.18,153.6,0,1,10,0.4,0,sky130_fd_sc_hd,AREA 1
