design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/home/josh/sdmay26-24/openlane/core_controller,core_controller_wrapper_m,26_05_03_23_15,flow completed,1h0m59s0ms,0h56m35s0ms,60041.02564102565,0.585,30020.512820512824,39.59,-1,2710.59,12549,0,0,0,0,0,0,215,170,141,0,-1,-1,1146876,145234,-4.5,-1,-1,-1,0.0,-10614.54,-1,-1,-1,0.0,558539424.0,0.0,44.43,52.29,11.58,18.75,-1,13084,24251,711,11758,0,0,0,15500,220,20,320,187,4701,241,150,368,3021,5439,14,17261,5566,1144,9046,17562,50579,559609.2096000001,-1,-1,-1,0.0141,0.0124,1.27e-07,-1,-1,-1,5.720000000000001,20.0,50.0,20,1,50,153.18,153.6,0,1,10,0.4,0,sky130_fd_sc_hd,AREA 0
